Name,Website
ESTATE & TRUST AGENCIES (1927) LTD,
ES-TEAM LIGHTING PTE LTD,
ESTEE LAUDER COSMETICS PTE LTD,
E-STEEL PTE LTD,
ESTEEM EMPLOYMENT AGENCY,
ETAM MERCHANDISING PTE LTD,
ETERNAL ASIA (PHILIPPINES) PTE LTD,
ETERNAL ASIA (VIETNAM) PTE LTD,
ETERNAL NICE (PTE) LTD,
ETH ENTERPRISE PTE LTD,
ETHER CO PTE LTD,
ETHOZ GROUP LTD,www.ethozgroup.com
ETHYLENE GLYCOLS (S) PTE LTD,
ETIKA INTERNATIONAL HOLDINGS LIMITED,
ETIQA INSURANCE BERHAD,
ETLA LIMITED,
ETONHOUSE INTERNATIONAL SCHOOL PTE LTD,
ETONHOUSE PRE-SCHOOL PTE LTD,
EU YAN SANG INTERNATIONAL LTD,
EUCON HOLDING LIMITED,
EUGENE HO & PARTNERS,
EUGENE SHIP FURNISHERS,
EULER HERMES CREDIT INSURANCE AGENCY (S) PTE LTD,
EURACO FINEFOOD PTE LTD,
EURO PAC LOGISTICS PTE LTD,
EURO-ASIA HOLIDAYS PTE LTD,
EUROAUTOMOBILE PTE LTD,
EUROKARS HABITAT PTE LTD,
EUROKARS LEASING PTE LTD,
EUROKARS PRE-OWNED PTE LTD,
EUROP ASSISTANCE WORLDWIDE SERVICES PTE LTD,
EUROPEAN FLAVOURS & FRAGRANCES (S) PTE LTD,www.eff-ware.com
EUROPOWER TECHNOLOGY PTE LTD,
EUROPTRONIC GROUP LTD,
EUROSA FURNITURE CO PTE LTD,
EUROSEA TRADING ENTERPRISES PTE LTD,
EUROSPORTS AUTO PTE LTD,
EUROTOURS AND TRAVEL PTE LTD,
EUROTRANS SUPPLIES PTE LTD,www.eurotranssupplies.com
EUTECH INSTRUMENTS PTE LTD,
EVA AIRWAYS CORPORATION,
EVAN LIM & CO PTE LTD,
EVATTHOUSE CORPORATE SERVICES PTE LTD,
EVER BLOOM MARINE SERVICES PTE LTD,
EVER HOLIDAYS PTE LTD,
EVER SUCCESS AUTO PARTS PTE LTD,
EVER WEALTH PLASTIC PTE LTD,
EVERBEST SHOES & HANDBAGS PTE LTD,
EVERBILT DEVELOPERS PTE LTD,
EVEREADY MANUFACTURING PTE LTD,
EVEREST REINSURANCE CO,
EVERETT CHARLES TECHNOLOGIES,
EVERGREEN CONSUMERS PTE LTD,
EVERGREEN GLOBAL PTE LTD,
EVERGREEN GROUP PTE LTD,
EVERGREEN MARINE (SINGAPORE) PTE LTD,
EVERGREEN RENT A CAR PTE LTD,
EVERGREEN SHIPPING AGENCY (S) PTE LTD,
EVERGREENERY PTE LTD,
EVERMAL TRANSPORT PTE LTD,
EVERMARCH LOGISTICS (S) PTE LTD,
EVERMORE INVESTMENT PTE LTD,
EVERRIGHT PRINTING PTE LTD,
EVERRISE PLASTICS INDUSTRIES (PTE) LTD,
EVERSHINE CORPORATION PTE LTD,www.evershine.com
EVERSHINE FLORIST PTE LTD,
EVERSHINE SERVICES PTE LTD,
EVERSKY S. STEEL PTE LTD,
EVERSURE MOTOR PTE LTD,
EVO PRECISION ENGINEERING PTE LTD,
EVONIK OIL ADDITIVES ASIA PACIFIC PTE LTD,
EVOTECH (ASIA) PTE LTD,
EVTEC MANAGEMENT SERVICES PTE LTD,
EWINS PTE LTD,
EWIS RESOURCES PTE LTD,
EXACO (S) PTE LTD,
EXCEL AIR PTE LTD,
EXCEL PARTNERS PTE LTD,
EXCEL PRECAST PTE LTD,
EXCEL VENTURE TRADING PTE LTD,
EXCELCO EQUIPMENT PTE LTD,
EXCELIFT PTE LTD,
EXCELPOINT SYSTEMS (PTE) LTD,
EXCELPOINT TECHNOLOGY LTD,
EXCELTEC PROPERTY MANAGEMENT PTE LTD,
EXECAREER CONNEXIONS & CONSULTANCY PTE LTD,
EXEMPLARY EXPORTS (SINGAPORE) PTE LTD,
EXIM & MFR ENTERPRISE,
EXKLUSIV RESORTS PTE LTD,
EXPAND CONSTRUCTION PTE LTD,
EXPEDIA SINGAPORE PTE LTD,
EXPEDITORS SINGAPORE PTE LTD,
EXPO-ALLIANCE AGENCY,
EXPORT TRADING COMMODITIES PTE LTD,
EXPOSYSTEMS TECHNIQUE PRIVATE LIMITED,
EXPRESS CAR PTE LTD,
EXPRESS LINK INTERNATIONAL PTE LTD,
EXPRESS TECH MFG PTE LTD,
EXPRESSCOLOUR PTE LTD,
EXQUISITE WOOD PTE LTD,
EXTERRAN OFFSHORE PTE LTD,
EXTRA EXCELLENCE (S) PTE LTD,
EXTRUPLAST PTE LTD,
EXXONMOBIL ASIA PACIFIC PTE LTD,
EXXONMOBIL CHEMICAL OPERATIONS PTE LTD,
EYE CARE CLINIC PTE LTD,
EYE LIGHTING ASIA PACIFIC PTE LTD,
EYEMAR ENERGY PTE LTD,
EZ GLOBAL PTE LTD,
EZION HOLDINGS LIMITED,
EZRA HOLDINGS LIMITED,
EZY INFOTECH PTE LTD,
F G WILSON ASIA PTE LTD,
F J BENJAMIN (SINGAPORE) PTE LTD,
F J BENJAMIN HOLDINGS LTD,
F M FOOD COURT PTE LTD,
F&N CREAMERIES (S) PTE LTD,
F&N FOODS PTE LTD,www.fnnfoods.com
F&N INTERFLAVINE PTE LTD,
F.S. FREIGHT SYSTEMS PTE LTD,
F.Y. SINGAPORE GARMENTS (PTE) LTD,
FA CHAI JEWELLERS PTE LTD,
FA SYSTEMS AUTOMATION (S) PTE LTD,
FABCHEM CHINA LIMITED,
FABER TOURS PTE LTD,
FABIAN & KHOO,
FABRISTEEL PTE LTD,
FABULOUS PRINTERS PTE LTD,
FACADEMASTER PTE LTD,
FACO ELECTRIC CO PTE LTD,
FACTRONICS SYSTEMS ENGINEERING PTE LTD,
FAF-FLYING TRANSPORTATION (S) PTE LTD,
FAGERDALA SINGAPORE PTE LTD,www.fagerdala.com.sg
FAIR CHEM INDUSTRIES PTE LTD,
FAIRCHILD SEMICONDUCTOR ASIA PACIFIC PTE LTD,
FAIRCHILD SEMICONDUCTOR PTE LTD,
FAIRFIELD BOOK DISTRIBUTORS PTE LTD,
FAIRFIELD BOOK PUBLISHERS PTE LTD,
FAIRFIELD TRADING (S) PTE LTD,
FAIRMACS MULTILINE,
FAIRMONT SINGAPORE,
FAIRPRICE TRAVEL PTE LTD,
FAIR-RITE ASIA PTE LTD,
FAIRTECK HOLDING PTE LTD,
FAIRVIEW DEVELOPMENTS PTE LTD,
FAIRWAY EMPLOYMENT AGENCY PTE LTD,
FALCON ENERGY GROUP LTD,
FALCON PAPER PRODUCTS (S) PTE LTD,
FALCON PRIVATE BANK LTD,www.falconprivatebank.com
FALCON-AIR HOLDINGS PTE LTD,
FAMOUS AIR & SEA SERVICES PTE LTD,
FAN FOOK TRADING PTE LTD,
FANCL ASIA (PTE) LTD,
FANEVILLE PTE LTD,
FAR EAST CENTRAL PTE LTD,
FAR EAST MOTORS,
FAR EAST PACKAGING INDUSTRIAL PTE LTD,
FAR EAST PROPERTY SALES PTE LTD,
FAR EAST REFRIGERATION PTE LTD,
FAR EAST SQUARE PTE LTD,
FAR EASTERN BANK LIMITED,
FAR EASTERN SPICE CO PTE LTD,
FAR SHIPPING (S) PTE LTD,
FAR SHIPPING LINES PTE LTD,
FARLE ENTERPRISE PTE LTD,
FARLIN TIMBERS PTE LTD,
FARMOSA HOLIDAY TOUR (S) PTE LTD,
FARSTAD SHIPPING PTE LTD,
FASCINA PTE LTD,
FASCINATING HOLIDAYS PTE LTD,
FAST FROZEN FOOD,View Map
FAST OFFSHORE SUPPLY PTE LTD,
FASTEN ENTERPRISES (PTE) LTD,
FCI CONNECTORS SINGAPORE PTE LTD,
FCL (CHINA) PTE LTD,
FCL CHINA DEVELOPMENT PTE LTD,
FCL LAND PTE LTD,
FCL PEAK PTE LTD,
FCM SINGAPORE PTE LTD,
FCS TRADING & FISHERY PTE LTD,
FDK SINGAPORE PTE LTD,
FEATURE DEVELOPMENT PTE LTD,
FEATURE GREEN PTE LTD,
FECCUNI SINGAPORE PTE LTD,
FEDERAL CHEMICAL MARKETING (S) PTE LTD,
FEDERAL EXPRESS (S) PTE LTD,
FEDERAL INSURANCE CO,
FEDERAL INTERNATIONAL (2000) LTD,
FEDERATION FOOD INDUSTRIAL PTE LTD,
FEDERATION OF BUSINESS & PROFESSIONAL WOMEN (SINGAPORE),
FEFCO FINE HOME FURNISHINGS (S) PTE LTD,
FELLOWES HI-Q SINGAPORE PTE LTD,
FENG HUA ELECTRICAL & ENTERPRISE PTE LTD,
FENG MING CONSTRUCTION PTE LTD,
FENG NIAN CO PTE LTD,
FENG YUAN FURNISHING,
FENGSHAN TROPHIES,
FEOSO (SINGAPORE) PTE LTD,
FEOSO OIL (SINGAPORE) PTE LTD,
FERROMET INTERNATIONAL TRADING PTE LTD,
FERROSTAAL SINGAPORE PTE LTD,
FERSINA (SINGAPORE) PTE LTD,
FES INDUSTRIES PTE LTD,
FESCO ASIA PERSONNEL SERVICES PTE LTD,
FIBREWIND PROJECTS PTE LTD,www.fibrewind.com
FIBRWRAP CONSTRUCTION PTE LTD,
FIGTREE PROJECTS PTE LTD,
FIL AIR TRAVEL & TOURS PTE LTD,
FIL ASIA HOLDINGS PTE LIMITED,
FIL SKIN & BODY INTELLIGENCE PTE LTD,
FILECO SINGAPORE PTE LTD,
FILEFORCE (SINGAPORE) PTE LTD,
FILTEC PTE LTD,
FINANCIAL ALLIANCE PTE LTD,
FINANCIAL PLANNING ASSOCIATION OF SINGAPORE (FPAS),
FINE CARBIDE TOOLS PTE LTD,
FINESSCO ENGINEERING PTE LTD,
FINNAIR,
FINTEX INDUSTRIES PTE LTD,
FIRE ARMOUR PTE LTD,
FIRE PROTECTION COMPANY PTE LTD,
FIRETRONICS PTE LTD,
FIRMENICH ASIA PTE LTD,
FIRST BEDOK LAND PTE LTD,
FIRST CAPITAL INSURANCE LIMITED,
FIRST COMMERCIAL BANK,
FIRST ENGINEERING LIMITED,
FIRST GRADE AGENCY PTE LTD,
FIRST HYDRAULIC & INDUSTRIAL PTE LTD,
FIRST RECYCLING INDUSTRIES PTE LTD,
FIRST RESOURCES LIMITED,
FIRSTLINK INVESTMENTS CORPORATION LTD,
FIRSTRUST EQUITY PTE LTD,
FISCHBEIN PACKAGING (S) PTE LTD,
FISCHER TECH LTD,
FISH & CO RESTAURANTS PTE LTD,
FISHER SCIENTIFIC PTE LTD,
FIVECUBE PTE LTD,
FJ INDUSTRIAL (S) PTE LTD,
FL APPLIED LEARNING,
FLAGSHIP CORPORATION FAR EAST PTE LTD,
FLEXIBLE PACKAGING PTE LTD,
FLEXLINK ENGINEERS PTE LTD,
FLEXTRONICS INTERNATIONAL LTD,
FLEXTRONICS INTERNATIONAL SINGAPORE PTE LTD,
FLEXTRONICS MANUFACTURING (S) PTE LTD,
FLEXTRONICS PLASTICS (S) PTE LTD,
FLINT INK & CHEMICAL INDUSTRY PTE LTD,
FLO-LINE HYDRAULICS PTE LTD,
FLOMATIC INDUSTRIES PTE LTD,
FLOTECH CONTROLS PTE LTD,
FLOWLINE ENGINEERING PTE LTD,
FLOWSERVE PTE LTD,
FLUID POWER (PTE) LIMITED,
FLUID-TEC ENGINEERING & TRADING PTE LTD,
FLUKE SOUTH EAST ASIA PTE LTD,
"FLUOR DANIEL ENGINEERS & CONSTRUCTORS, LTD",
FLUOROTECH PTE LTD,
FLYING EAGLE TRAVEL (S) PTE LTD,
FMC MANAGEMENT PTE LTD,
FMC TECHNOLOGIES SINGAPORE PTE LTD,
FMG CORPORATE SERVICES PTE LTD,
FMS HOSPITALITY PTE LTD,
FOCAL INVESTIGATION & SECURITY AGENCY PTE LTD,www.focal.com.sg
FOCAL TRAVEL PTE LTD,
FOCUS ELECTRONICS PTE LTD,
FOCUS GARMENT TECH PTE LTD,
FOCUS HOSPITALITY INTERNATIONAL CONSULTANTS,
FOCUS NETWORK AGENCIES (S) PTE LTD,www.thecocoatrees.com
FONDA GLOBAL ENGINEERING PTE LTD,
FONG HSIANG ENTERPRISE CO PTE LTD,
FONG TAT MOTOR CO PTE LTD,
FONG'S ENGINEERING & MANUFACTURING PTE LTD,
FONTERRA BRANDS (NEW YOUNG) PTE LTD,
FONTERRA BRANDS (SINGAPORE) PTE LTD,
FOO & PARTNERS,
FOO & QUEK,
FOO HENG CONSTRUCTION PTE LTD,View Map
FOOD EMPIRE HOLDINGS LTD,
FOOD JUNCTION MANAGEMENT PTE LTD,
FOODFARE CATERING PTE LTD,
FOODNET CONSULTANTS PTE LTD,
FOODTRACO SUPPLIES PTE LTD,
FOOK TONG NAM DEVELOPMENT PTE LTD,
FOONG SUN SHIPPING (PTE) LTD,
FORBES RESEARCH PTE LTD,
FOREIGN CORRESPONDENTS ASSOCIATION (SINGAPORE),
FORESCO PTE LTD,
FOREVER TAFCOM INTERNATIONAL PTE LTD,
FOREVER YOUNG ENTERPRISE (S) PTE LTD,
FORMICA (SINGAPORE) PTE LTD,
FORMPLAS INDUSTRIES PTE LTD,
FORMWELL PRODUCTS PTE LTD,
FORMWORK HIRE (S.E.A.) PTE LTD,
FORNET TECHNOLOGY (SINGAPORE) PTE LTD,www.fornet.com.hk
FORTIS HEALTHCARE INTERNATIONAL PTE LIMITED,
FORTREC CHEMICALS & PETROLEUM PTE LTD,
FORTUNA AIR-CONDITIONING & ELECTRICAL PTE LTD,
FORTUNE LAND PTE LTD,
FORTUNE PROPERTIES PTE LTD,
FORTUNE SHANGHAI ROAD PTE LTD,
FORTUNE TRAVEL PTE LTD,
FOSROC SINGAPORE,
FOSTER ASIA PACIFIC PTE LTD,
FOSTER ELECTRIC (S) PTE LTD,
FOSTER ENGINEERING PTE LTD,
FOSTER WHEELER EASTERN PTE LTD,
FOTOHUB HOLDINGS PTE LTD,
FOUR SEASONS HOTEL SINGAPORE,
FOUR STAR INDUSTRIES PTE LTD,
FOURWAYS PTE LTD,
FOURZONE INDUSTRIES (S) PTE LTD,
FOXCONN IMAGE & PRINTING PRODUCT PTE LTD,
FOXCONN SINGAPORE PTE LTD,
FPC COMPONENTS PTE LTD,
FPS GLOBAL LOGISTICS PTE LTD,www.famous.com.sg
FPT FAR EAST PTE LTD,
FRAGRANCE GROUP LIMITED,
"FRAGRANCE HOTEL, THE",
FRAMEWORK MATERIALS PTE LTD,
FRANCO STYLE TRADING PTE LTD,
FRANCO-ASIAN ENTERPRISES SINGAPORE PTE LTD,
FRANCOIS MARINE SERVICES PTE LTD,
FRANK MOHN SINGAPORE PTE LTD,
FRANK TAN RESEARCH ASSOCIATES,
FRANKLIN + ANDREWS PTE LTD,
FRANKLIN OFFSHORE HOLDINGS PTE LTD,
FRANKLIN OFFSHORE INTERNATIONAL PTE LTD,
FRANKLIN TEMPLETON CAPITAL HOLDINGS PRIVATE LIMITED,
FRANKS PROPERTY PTE LTD,
FRANTONIOS MARINE INTERNATIONAL PTE LTD,
"FRASER AND NEAVE, LIMITED",www.fraserandneave.com
"FRASER PLACE FUSIONOPOLIS, SINGAPORE",
"FRASER PLACE ROBERTSON WALK, SINGAPORE",
"FRASER RESIDENCE ORCHARD, SINGAPORE",
"FRASER SUITES RIVER VALLEY, SINGAPORE",
FRASERS CENTREPOINT LIMITED,www.fraserscentrepoint.com
FRASERS HOSPITALITY PTE LTD,
FRATELLI COSULICH BUNKERS (S) PTE LTD,
FREESCALE SEMICONDUCTOR SINGAPORE PTE LTD,
FREIGHT LINKS EXPRESS PTE LTD,
FREIGHT LINKS LOGISTICS PTE LTD,
FREIGHT SOLUTIONS (S) PTE LTD,
FREIGHT-DE-WAY SERVICES PTE LTD,
FREIGHTMEN PTE LTD,
"FRENCH CHAMBER OF COMMERCE IN SINGAPORE, THE (FCCS)",
FRENCKEN GROUP LIMITED,
FRESH & GREEN WHOLESALER PTE LTD,View Map
FRESH N NATURAL FOODS PTE LTD,
FRESHDIRECT PTE LTD,
FRESHMART SINGAPORE PTE LTD,
FREZFRUTA JAM MANUFACTURING PTE LTD,
FRIESLANDCAMPINA SINGAPORE PTE LTD,
FRIGO TECH PTE LTD,
FRISCO TECHNOLOGY & SERVICES PTE LTD,
FRONDOSA CITY EMPLOYMENT AGENCY,
FRONTKEN (SINGAPORE) PTE LTD,
FROST & SULLIVAN (SINGAPORE) PTE LTD,
FROST GLOBAL PTE LTD,
FSJ TRADING PTE LTD,
FTC CORPORATE & TAX ADVISORY PTE LTD,
FTMS CONSULTANTS (S) PTE LTD,
FU FONG TRADING PTE LTD,
FU YU CORPORATION LIMITED,
FU YU INVESTMENT PTE LTD,
FU YUAN ENTERPRISE PTE LTD,
FU ZHONG HUA (IMP & EXP) PTE LTD,
FUCHS LUBRICANTS PTE LTD,
FUGRO GLOBAL ENVIRONMENTAL & OCEAN SCIENCES PTE LTD,
FUGRO SINGAPORE PTE LTD,
FUISLAND OFFSET PRINTING (S) PTE LTD,
FUJI ELECTRIC ASIA PACIFIC PTE LTD,
FUJI ELECTRIC INDUSTRIES (S) PTE LTD,
FUJI HEAVY INDUSTRIES (SINGAPORE) PTE LTD,
FUJI OFFSET PLATES MANUFACTURING LTD,
FUJI OIL (SINGAPORE) PTE LTD,
FUJI SUNNY FOODS CORPORATION PTE LTD,
FUJI TRADING (S) PTE LTD,
FUJI XEROX ASIA PACIFIC PTE LTD,
FUJI XEROX SINGAPORE PTE LTD,
FUJICON ENGINEERING PTE LTD,
FUJIFILM ASIA PACIFIC PTE LTD,
FUJIFILM HUNT CHEMICALS SINGAPORE PTE LTD,
FUJIKURA ASIA LIMITED,
FUJIMAK FOOD SERVICE EQUIPMENT (S) PTE LTD,
FUJIOH INTERNATIONAL TRADING PTE LTD,
FUJISPEC MARKETING PTE LTD,
FUJITA CORPORATION,
FUJITEC SINGAPORE CORPORATION LTD,
FUJITSU ASIA PTE LTD,
FUJITSU COMPONENTS ASIA PTE LTD,
FUJITSU GENERAL (ASIA) PTE LTD,
FUJITSU SEMICONDUCTOR ASIA PTE LTD,
FUJITSU TEN (SINGAPORE) PTE LTD,
FULFORD PUBLIC RELATIONS CONSULTANCY PTE LTD,
FULL CIRCLE SG,
FULLERTON FINANCIAL HOLDINGS PTE LTD,
FULLION HOLDINGS (S) PTE LTD,
FURAMA HOTEL SINGAPORE PTE LTD,
FURAMA LTD,
FURAMA RIVERFRONT SINGAPORE,
FURUKAWA ELECTRIC SINGAPORE PTE LTD,
FURUNO SINGAPORE PTE LTD,
FUTABA DENSHI CORP (S) PTE LTD,
FUTAR ENTERPRISES PTE LTD,
FUTRON ELECTRONICS PTE LTD,
FUTURE ELECTRONICS INC (DISTRIBUTION) PTE LTD,
FUTURE ELECTRONICS INC (WAREHOUSE) PTE LTD,
FUTURE ENGINEERING & COMMUNICATION PTE LTD,
FUTURE STORE PTE LTD,
FUTURESTEP (SINGAPORE) PTE LTD,
FUTURISTIC STORE FIXTURES PTE LTD,
FXMEDIA SINGAPORE PTE LTD,
G - STEELMET PTE. LIMITED,
G & C GENERAL CONTRACTORS (PTE) LTD,
G & W CONCRETE PRODUCTS PTE LTD,
G & W INDUSTRIES PTE LTD,
G & W TRADING PTE LTD,
G H CHEE EAR NOSE THROAT & DIZZINESS CENTRE,
G LINK EXPRESS LOGISTICS (SINGAPORE) PTE LTD,
G P MANUFACTURING (S) PTE LTD,
G P SYSTEM (S) PTE LTD,
G S ENGINEERING PTE LTD,
G S LIM & PARTNERS,
G&J GOLDSMITHS & JEWELLERY PTE LTD,
G. K. GOH FINANCIAL SERVICES (S) PTE LTD,
G. K. GOH HOLDINGS LTD,
G. TECH PTE LTD,
G.K. INTERNATIONAL PTE LTD,
G.O.T.C. (S) PTE LTD,
GAC (SINGAPORE) PTE LTD,
GAIA SCIENCE PTE LTD,
GAIL GLOBAL (SINGAPORE) PTE LTD,
GAIN CITY BEST-ELECTRIC PTE LTD,
GAIN TECHNOLOGY PTE LTD,View Map
GALAX RUBBER PRODUCTS PTE LTD,
GALAXY INSURANCE CONSULTANTS PTE LTD,
GALAXY INVESTIGATION & SECURITY SERVICE (PTE) LTD,
GALBORG PTE LTD,
GALLANT VENTURE LTD,
GALLERY HOTEL,
"GALLUP ORGANIZATION (S) PTE LTD, THE",
GALMON (S) PTE LTD,
GAMMON PTE. LIMITED,
GAMUDA TECHNOLOGY PTE LTD,
GAMUT MARKETING PTE LTD,
GAN CHENG CHUAN KIM KEE TEA MERCHANT,
GAN HOCK BEE TEA MERCHANT,
GANGA JAMUNA ELECTRONICS PTE LTD,
GAP CONTROL PTE LTD,
GAP INTERNATIONAL SOURCING PTE LTD,
GAPL PTE LTD,
GARDELLA SINGAPORE COATING PTE LTD,
GARDEN & LANDSCAPE CENTRE (PTE) LTD,
GARDEN ESTATES (PTE) LTD,
GARDENIA FOODS (S) PTE LTD,
GARDNER DENVER NASH SINGAPORE PTE LTD,
GARLIN PTE LTD,
GARMCO (S) PTE LTD,
GARNER INTERNATIONAL (SINGAPORE) PTE LTD,
GARUDA INDONESIA,
GAS ALLIANCE SUPPLY PTE LTD,
GAS SUPPLY PTE LTD,
GASI HOLIDAYS PTE LTD,
GASOCHEM PROJECTS SUPPLIES PTE LTD,
GATEWAY ENTERTAINMENT PTE LTD,
GATEWAY TECHNOLOGIES SERVICES PTE LTD,
GAYLIN INTERNATIONAL PTE LTD,
GAZ SPEC PTE LTD,www.gazspec.com.sg
GAZELLE LAND PTE LTD,
GAZPROM MARKETING & TRADING SINGAPORE PTE LTD,
GB MARINE PTE LTD,
GB WORLDTRADE PTE LTD,
GBA CORPORATION (S) PTE LTD,
GBC METALS ASIA PACIFIC PTE LTD,
GBS OIL PTE LTD,
GCB COCOA SINGAPORE PTE LTD,
GCM SAFETY & SECURITY PTE LTD,
GD MARINE ENGINEERING & TRADING PTE LTD,www.gd-marine.com.sg
GDC TECHNOLOGY PTE LTD,
GE AVIATION SERVICE OPERATION PTE LTD,
GE BETZ SINGAPORE PTE LTD,
GE KEPPEL ENERGY SERVICES PTE LTD,
GE LINES PTE LTD,
GE PACIFIC HOLDINGS PTE LTD,
GE PACIFIC PTE LTD,
GEBERIT SOUTH EAST ASIA PTE LTD,
GEE SHENG MACHINERY & ENGINEERING PTE LTD,
GEETEX PTE LTD,
GEMALTO PTE LTD,
GEMOIL (SINGAPORE) PTE LTD,
GEMSMART TECHNOLOGY (S) PTE LTD,
GENERAL DRIVES SYSTEM,
GENERAL ELECTRIC (USA) CONTROLS PTE LTD,
GENERAL ELECTRIC INTERNATIONAL INC.,
GENERAL ELECTRONICS & INSTRUMENTATION CORPORATION (PTE) LTD,
GENERAL FILTER PTE LTD,
GENERAL INSURANCE ASSOCIATION OF SINGAPORE (GIA),
GENERAL LABELS & LABELLING PTE LTD,
GENERAL LUMBER PRODUCTS PTE LTD,
GENERAL MAGNETICS LIMITED,
GENERAL MOTORS OVERSEAS DISTRIBUTION CORPORATION,
GENERAL STEELWORKS PTE LTD,
GENERAL TANKERS PTE LTD,
GENERALCOLOGNE REINSURANCE CO PLC SINGAPORE BRANCH,
GENESIS NETWORKS PTE LTD,
GENETRON ENGINEERING CORPORATION (PTE) LTD,
GENEVA MASTER TIME MARKETING LLP,
GENISYS INTEGRATED ENGINEERS PTE LTD,
GENSHIPPING PACIFIC LINE (PTE) LTD,
GENUINE C&C (SOUTH ASIA) PTE LTD,
GEO-CHEM FAR EAST PTE LTD,
GEOCONSULT ASIA SINGAPORE PTE LTD,
GEODIS WILSON SINGAPORE PTE LTD,
GEOFOUNDATION PTE LTD,
GEOMETRA WORLDWIDE MOVERS PTE LTD,
GEOSERVICES PTE LTD,
GERMAN AUTO ELECTRIC PTE LTD,
GERMAN AUTOMOBILES PTE LTD,
GERMAN CENTRE FOR INDUSTRY & TRADE PTE LTD,
GERMAN EUROPEAN SCHOOL SINGAPORE,
GERMANISCHER LLOYD SINGAPORE PTE LTD,
GERMAXCO SHIPPING AGENCIES PTE LTD,
GES (SINGAPORE) PTE LTD,
GES INTERNATIONAL LTD,
GETRACO MARKETING (S) PTE LTD,
GETRONICS (S) PTE LTD,www.getronics-s.com.sg
GETRONICS SOLUTIONS (S) PTE LTD,
GETZ BROS. & CO (S) PTE LTD,
GFS FILTRATION PTE LTD,
GHEE HUAT CO PTE LTD,
GHIM LI GROUP PTE LTD,
GIAMSO INTERNATIONAL TOURS PTE LTD,
GIANT LAND PTE LTD,
GIB AUTOMATION PTE LTD,
GIESECKE & DEVRIENT ASIA PTE LTD,
GIFT ELECTROMART,
GIKEN SAKATA (S) LIMITED,
GILL ASSOCIATES PTE LTD,
GILLFORD INTERCONTINENTAL PTE LTD,www.gillford.com
GIM HIN LEE (PTE) LTD,
GIM TIAN CIVIL ENGINEERING PTE LTD,
GIMMILL INDUSTRIAL (PTE) LTD,
GINGA PETROLEUM (SINGAPORE) PTE LTD,
GINZA REAL ESTATE PTE LTD,
GIORDANO ORIGINALS (S) PTE LTD,
GITI TIRE GLOBAL TRADING PTE LTD,
GITI TIRE PTE LTD,
GIVAUDAN SINGAPORE PTE LTD,www.givaudan.com
GKE CORPORATION LIMITED,
GKE PTE LTD,
GKL EQUIPMENT PTE LTD,
GL CONSULTANCY & SERVICES,
GL SHIPPING PTE LTD,
GLAJZ-THG PTE LTD,
GLASTECH INVESTMENT PTE LTD,
GLASTIC COMPANY,
GLAXO WELLCOME MANUFACTURING PTE LTD,
GLAXOCHEM PTE LTD,
GLAXOSMITHKLINE (BEECHAM PHARMACEUTICALS (PTE) LTD),
GLAXOSMITHKLINE PTE LTD,
GLAXOSMITHKLINE(Glaxo Wellcome Manufacturing Pte Ltd),www.gsk.com
GLE LOGISTICS (S) PTE LTD,
GLEASON ADVERTISING PTE LTD,
GLEN HOLDINGS (PTE) LTD,
GLENCORE COAL SALES PTE LTD,
GLENCORE SINGAPORE PTE LTD,
GLENEAGLES HOSPITAL,
GLENFIELD INVESTMENTS PTE LTD,
GLIDEROL DOORS (S) PTE LTD,
GLOBAL AUTO ENTERPRISES,
GLOBAL ENERGY INTERNATIONAL LTD,
GLOBAL ENERGY OVERSEAS PTE LTD,
GLOBAL ENERGY RESOURCES PTE LTD,
GLOBAL ENERGY TRADING PTE LTD,
GLOBAL ESPLANADE PTE LTD,
GLOBAL EXPRESS CARD PTE LTD,
GLOBAL FAIRS & ASSOCIATES PTE LTD,
GLOBAL INDIAN INTERNATIONAL SCHOOL,
GLOBAL IT MART PTE LTD,
GLOBAL JEWELLERS & GOLDSMITHS PTE LTD,
GLOBAL KNOWLEDGE NETWORK (S) PTE LTD,
GLOBAL LOGISTIC PROPERTIES LTD,
GLOBAL MARINE CABLE SYSTEMS PTE LTD,
GLOBAL MARINE LOGISTICS PTE LTD,
GLOBAL METAL (FAR EAST) PTE LTD,
GLOBAL TELE-TIME SINGAPORE PTE LTD,
GLOBAL TRADE WELL PTE LTD,
GLOBAL TRAVEL PTE LTD,
GLOBALFOUNDRIES SILICON PARTNER PTE LTD,
GLOBALFOUNDRIES SINGAPORE (TAMPINES) PTE LTD,
GLOBALFOUNDRIES SINGAPORE PTE LTD,
GLOBALGROUP ASIA PACIFIC PTE LTD,www.globalgroup.com.sg
GLOBALMATICS TRADING PTE LTD,
GLOBALTRACO INTERNATIONAL PTE LTD,
GLOBAMATRIX HOLDINGS PTE LTD,
GLORIA JAMES - CIVETTA & CO,
GLORY FOOD PRODUCTS PTE LTD,
GLOSEL SINGAPORE PTE LTD,
GM NAMEPLATE ASIA PTE LTD,
GME ENERGY PTE LTD,
G-MES INTERNATIONAL,www.gmesintl.com
GMG GLOBAL LTD,
GMG INVESTMENT (S) PTE LTD,
GMP RECRUITMENT SERVICES (S) PTE LTD,www.gmprecruit.com
GMT JEWELLERS PTE LTD,
GN CHEMICALS PTE LTD,
GNEE HONG CO PTE LTD,
GODREJ (SINGAPORE) PTE LTD,
